,aid,sid,pred,ga_surface_r,ni_surface_r,wo_surface_r,ga_type_r,ni_type_r,wo_type_r,keyaki_sbj,keyaki_ob1,keyaki_ob2,takeno1_sbj,takeno1_ob1,takeno1_ob2,takeno2_sbj,takeno2_ob1,takeno2_ob2,ga_surface_s,wo_surface_s,ni_surface_s,ga_type_s,wo_type_s,ni_type_s
1299,950101074,19,し,企業家,拠点,中国,INTRA_Z,DIRECT,DIRECT,*T*,中国,拠点,*T*,中国,拠点,*T*,,拠点,さん,,拠点,INTER_Z,,DIRECT
1300,950101074,19,ない,変わり,,,DIRECT,NONE,NONE,変わり,,企業家,変わり,,企業家,変わり,中国,企業家,変わり,,家,DIRECT,,DIRECT
1301,950101074,20,作る,exog,,香港,INTER_Z,NONE,INTRA_Z,*pro*,*T*,社,*T*,,社,,*T*,社,さん,,,INTRA_Z,,
1302,950101074,20,元主席,ラジさん,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1303,950101074,21,訪問,ラジさん,,北京,INTER_Z,NONE,DIRECT,*pro*,北京,,昨年,北京,,,,,さん,,,INTER_Z,,
1304,950101074,22,話し合っ,同商工会議所,,,INTER_Z,NONE,NONE,*pro*,政治問題,中国政府担当者,,,中国政府担当者,,,中国政府担当者,さん,,,INTER_Z,,
1305,950101074,23,続ける,香港,,発展,DIRECT,NONE,DIRECT,香港,発展,,香港,発展,,香港,発展,,香港,,,DIRECT,,
1306,950101074,24,大き,違い,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1307,950101074,24,ない,違い,香港,,DIRECT,DIRECT,NONE,違い,,香港,違い,,香港,違い,,香港,違い,,香港,DIRECT,,DIRECT
1308,950101074,25,心配し,ラジさん,,経済問題,INTER_Z,NONE,INTRA_Z,*pro*,,,経済問題,,,経済問題,,,,,,,,
1309,950101074,26,押す,ラジさん,,太鼓判,INTRA_Z,NONE,DIRECT,*T*,太鼓判,,*T*,太鼓判,,*T*,太鼓判,,,,,,,
1310,950101074,26,ラジさん,押す,,太鼓判,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
1311,950101074,26,国籍問題,問題,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
1312,950101074,27,持つ,ラジさん,,英国,INTRA_Z,NONE,INTRA_Z,ラジさん,英国籍,,ラジさん,英国籍,,*PRO*,英国籍,,自身,,,DIRECT,,
1313,950101074,27,なく,英国,,,DIRECT,NONE,NONE,*PRO*,,,,,,人,,,自身,,,INTRA_Z,,
1314,950101074,27,ない,約五、六千人,,,INTRA_Z,NONE,NONE,人,,,人,,,*PRO*英国籍,,,,,,,,
1315,950101074,28,認めない,中国,,中国,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
1316,950101074,28,考え,認め,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
1317,950101074,28,なり,住民,無国籍者,,DIRECT,INTRA_Z,NONE,住民,,無国籍者,住民,,無国籍者,,,,中国,,者,DIRECT,,DIRECT
1318,950101074,29,求め,同商工会議所,中,解決,INTRA_Z,INTRA_Z,INTRA_Z,同商工会議所,解決,中英,同商工会議所,解決,中英,同商工会議所,解決,中英両国,,,両国,,,DIRECT
1319,950101074,30,出張する,ラジさん,インド,,INTRA_Z,DIRECT,NONE,*PRO*,,インド,*PRO*,,インド,*PRO*,,インド,さん,,インド,INTRA_Z,,DIRECT
1320,950101074,30,増え,機会,,,INTRA_Z,NONE,NONE,ラジさん,,,機会,,,機会,,,機会,,,DIRECT,,
1321,950101074,31,建設する,ラジさん,インド,製造工場,INTER_Z,DIRECT,DIRECT,*PRO*,製造工場,インド,*pro*,製造工場,インド,*pro*,製造工場,,さん,,インド,INTER_Z,,DIRECT
1322,950101074,31,ある,計画,,,DIRECT,NONE,NONE,*pro*,計画,,計画,,,計画,,インド,計画,,,DIRECT,,
1323,950101074,32,保守的,インド,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,,,,,,
1324,950101074,32,理解し,インド,,重要性,DIRECT,NONE,DIRECT,インド,重要性,,,重要性,,,重要性,,,,,,,
1325,950101074,34,結ぶ,exog,,二大国,INTER_Z,NONE,DIRECT,*T*,大国,,*T*,大国,,*T*,二大国,,さん,,,INTER_Z,,
1326,950101074,34,有利,香港,,,INTRA_Z,NONE,NONE,香港,,,香港,,,香港,,,香港,,,DIRECT,,
1327,950101074,35,異郷,インド,,,DIRECT,NONE,NONE,,,,,,,,,,インド,,,DIRECT,,
1328,950101074,36,行っ,ラジさん,インド,,INTER_Z,INTRA_Z,NONE,*PRO*,,インド,*pro*,,インド,*pro*,,インド,,,,,,
1329,950101074,36,国,インド,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1330,950101074,36,し,感じ,,,INTRA_Z,NONE,NONE,*pro*,,,感じ,,,感じ,,,感じ,,,DIRECT,,
1331,950101074,36,多い,中国,友人,,INTRA_Z,DIRECT,NONE,中国人,,,中国人,,,中国人,,,中国人,,友人,DIRECT,,DIRECT
1332,950101074,36,香港,故郷,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1333,950101074,37,住む,シタール一族,香港,,INTRA_Z,DIRECT,NONE,*T*,,香港,*T*,,香港,*T*,,香港,さん,,香港,INTER_Z,,DIRECT
1334,950101074,37,計十人,シタール一族,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1335,950101074,38,とどまり,全員,香港,,DIRECT,DIRECT,NONE,,,香港,,,香港,,,香港,さん,,香港,INTRA_Z,,DIRECT
1336,950101074,38,語っ,ケーさん,,,INTRA_Z,NONE,NONE,ケーさん,,,ケーさん,,,ケーさん,,,さん,,,DIRECT,,
1337,950101074,39,割り出し,香港,,推計,INTRA_Z,NONE,INTRA_Z,香港政庁移民局,*T*,,*T*,,,*T*,,,局,,,DIRECT,,
1338,950101074,39,３４万３４００人,推計,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1339,950101074,39,相当する,３４万３４００人,６％弱,,INTRA_Z,INTRA_Z,NONE,推計,,％弱,推計,,％弱,推計,,％弱,推計,,弱,DIRECT,,DIRECT
1340,950101074,40,１６万８４００人,外国人居住者数,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1341,950101074,40,倍増し,外国人居住者数,,,INTRA_Z,NONE,NONE,*PRO*,,年,*PRO*,,年,*PRO*,,年,さん,,,INTER_Z,,
1342,950101074,41,１０％程度,増加率,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1343,950101074,41,明らか,急増ぶり,,,INTRA_Z,NONE,NONE,急増ぶり,,,急増ぶり,,,急増ぶり,,％程度,ぶり,,,DIRECT,,
1344,950101074,42,伸び,増加率,,,INTER_Z,NONE,NONE,日本,,増加,日本,,増加,日本,,増加,日本,,人,DIRECT,,DIRECT
1345,950101074,43,増加しているの,カナダ国籍者,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1346,950101074,43,戻っ,Ｕターン組,香港,,INTRA_Z,INTRA_Z,NONE,*PRO*,,香港,*PRO*,,香港,*PRO*,,香港,,,,,,
1347,950101074,43,生活し,Ｕターン組,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*pro*,国籍,移民,,,,,,
1348,950101074,43,ある,影響,,,DIRECT,NONE,NONE,影響,,,影響,,,影響,,,影響,,,DIRECT,,
1349,950101074,43,み,exog,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
1350,950101075,1,決意,関根金次郎十三世名人,,引退,DIRECT,NONE,DIRECT,*PRO*,引退,,*PRO*,引退,,世名人,引退,,名人,,,DIRECT,,
1351,950101075,1,続い,世襲名人制,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,,,,,,
1352,950101075,1,決める,exog,,日本一,INTER_Z,NONE,DIRECT,*T*,日本一,,*T*,日本一,,*T*,日本,,,,,,,
1353,950101075,1,開い,決意,,道,INTRA_Z,NONE,INTRA_Z,世名人,道,創設,世名人,道,創設,,道,同時,,,創設,,,DIRECT
1354,950101075,3,誇る,地位,,伝統,INTRA_Z,NONE,DIRECT,*T*,伝統,,*T*,伝統,,*T*,伝統,,,,,,,
1355,950101075,3,目指し,棋士,,地位,INTRA_Z,NONE,INTRA_Z,*PRO*,地位,,*PRO*,地位,,*PRO*,地位,,棋士,,,INTRA_Z,,
1356,950101075,3,戦い,棋士,,,INTRA_Z,NONE,NONE,*PRO*,,,*PRO*,,,棋士,,,棋士,,,INTRA_Z,,
1357,950101075,3,伝え,棋士,将棋ファン,魅力,DIRECT,DIRECT,DIRECT,棋士,魅力,将棋ファン,棋士,魅力,将棋ファン,,魅力,将棋ファン,棋士,,ファン,DIRECT,,DIRECT
1358,950101075,4,誕生し,羽生善治名人,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,,,,,,
1359,950101075,4,夢見る,だれも,,地位,INTRA_Z,NONE,INTRA_Z,,*T*,,,*T*,,棋士,,,だれ,,,DIRECT,,
1360,950101075,4,したの,九人,手,地位,INTRA_Z,INTRA_Z,INTRA_Z,,,,,,,,,,,,,,,
1361,950101075,4,九人,し,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1362,950101075,5,現れ,重み,,,INTRA_Z,NONE,NONE,重み,,,重み,,,重み,,,重み,,,DIRECT,,
1363,950101075,6,迎え,exog,,創設六十周年,INTER_Z,NONE,INTRA_Z,*PRO*,周年,,*PRO*,周年,,*PRO*,周年,,,,,,,
1364,950101075,6,始まる,七番勝負,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*PRO*,,,,,,,,
1365,950101075,6,企画,exog,,催し,INTER_Z,NONE,DIRECT,*PRO*,催し,,,,,,,,催し,,,DIRECT,,
1366,950101075,6,集め,名人戦,,注目,INTER_Z,NONE,DIRECT,*pro*,注目,,今年,注目,,今年,注目,中心,,,,,,
1367,950101075,7,名乗ったの,初代大橋宗桂,,一世名人,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
1368,950101075,7,一六一二年,名乗っ,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1369,950101075,8,名乗り,将棋三家,,歴代名人,DIRECT,NONE,DIRECT,家,歴代名人,,家,歴代名人,,家,歴代名人,,家,,,DIRECT,,
1370,950101075,8,乗り越え,将棋界,,歴史,INTER_Z,NONE,DIRECT,*PRO*,歴史,,*PRO*,歴史,,*PRO*,歴史,,家,,,INTRA_Z,,
1371,950101075,8,迎え,将棋界,,時代,INTER_Z,NONE,INTRA_Z,,時代,,,時代,,歴代名人,時代,,,,,,,
1372,950101075,9,発足,東京将棋連盟,,,DIRECT,NONE,NONE,東京将棋連盟,,,東京将棋連盟,,,,,,連盟,,,DIRECT,,
1373,950101075,9,掲載さ,exog,新聞,棋譜,INTER_Z,DIRECT,DIRECT,,棋譜,新聞,,棋譜,新聞,棋譜,,新聞,,,,,,
1374,950101075,9,高まっ,関心,,,INTRA_Z,NONE,NONE,関心,,,関心,,,関心,,,関心,,,DIRECT,,
1375,950101075,10,引退し,関根名人,,,DIRECT,NONE,NONE,関根名人,,,関根名人,,,関根名人,,,名人,,,DIRECT,,
1376,950101075,10,独占掲載,東京日日・大阪毎日新聞社,,棋譜,INTRA_Z,NONE,DIRECT,大阪毎日新聞社,棋譜,,大阪毎日新聞社,棋譜,,,,,,,,,,
1377,950101075,10,開始し,exog,,リーグ戦,INTER_Z,NONE,DIRECT,*pro*,リーグ戦,金子金五郎戦,*pro*,リーグ戦,金子金五郎戦,東京日日・大阪毎日新聞社,リーグ戦,金子金五郎戦,,,,,,
1378,950101075,11,優勝し,木村,,,DIRECT,NONE,NONE,*PRO*,,,*PRO*,,,木村,,,木村,,,DIRECT,,
1379,950101075,11,就い,木村,座,,INTRA_Z,INTRA_Z,NONE,木村,,座,木村,,座,*pro*,,座,,,座,,,DIRECT
1380,950101075,12,発揮し,木村,,強さ,DIRECT,NONE,DIRECT,*PRO*,強さ,,*PRO*,強さ,,*PRO*,強さ,,木村,,,INTRA_Z,,
1381,950101075,12,並び,木村,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1382,950101075,12,称さ,exog,,木村,INTER_Z,NONE,INTRA_Z,,,,,,,*PRO*,,横綱・双葉山,木村,,山,INTRA_Z,,DIRECT
1383,950101075,12,ヒーロー,木村,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1384,950101075,12,なっ,木村,ヒーロー,,INTRA_Z,INTRA_Z,NONE,木村,,ヒーロー,木村,,ヒーロー,木村,,ヒーロー,木村,,ヒーロー,DIRECT,,DIRECT
1385,950101075,13,なっ,exog,戦後,,INTER_Z,INTRA_Z,NONE,*pro*,,戦後,*PRO*,,戦後,*PRO*,,戦後,,,こと,,,DIRECT
1386,950101075,13,除く,exog,,名人,INTER_Z,NONE,INTRA_Z,*pro*,名人,,*pro*,名人,,*PRO*,名人,,,,,,,
1387,950101075,13,つける,exog,全棋士,順位,INTER_Z,INTRA_Z,DIRECT,*T*,順位,*を*,*T*,順位,*pro*名人,*T*,順位,,制度,,棋士,INTRA_Z,,DIRECT
1388,950101075,13,発足,制度,,,DIRECT,NONE,NONE,制度,,,制度,,,,,,制度,,,DIRECT,,
1389,950101075,13,発足,制度,,,DIRECT,NONE,NONE,,,,,,,,,,,,,,,
1390,950101075,13,挑戦する,一位,名人,,INTRA_Z,DIRECT,NONE,*PRO*,,名人,*PRO*,,名人,*PRO*,,名人,位,,名人,DIRECT,,DIRECT
1391,950101075,13,なっ,一位,こと,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,,,,,,
1392,950101075,14,上げ,塚田正夫,名人挑戦者,名乗り,DIRECT,INTRA_Z,DIRECT,*PRO*,名乗り,,*PRO*,名乗り,,塚田正夫,名乗り,,正夫,,者,DIRECT,,DIRECT
1393,950101075,14,不敗,木村,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1394,950101075,14,言わ,exog,,木村,INTER_Z,NONE,INTRA_Z,,*T*,不敗,,*T*,不敗,*T*,,不敗,,,,,,
1395,950101075,14,勝っ,塚田正夫,木村,,INTRA_Z,INTRA_Z,NONE,*PRO*,,木村,*PRO*,,木村,*PRO*,,木村,,,,,,
1396,950101075,14,奪取し,塚田正夫,,名人位,INTRA_Z,NONE,INTRA_Z,塚田正夫,名人位,,塚田正夫,名人位,,名人挑戦者,名人位,,,,,,,
1397,950101075,15,新しい,波,,,INTRA_Z,NONE,NONE,,,,,,,,,,弟子,,,INTRA_Z,,
1398,950101075,15,かけ,兄弟弟子,,名人挑戦権,INTRA_Z,NONE,INTRA_Z,*PRO*,名人挑戦権,,*PRO*,名人挑戦権,,*PRO*,名人挑戦権,,弟子,,,INTRA_Z,,
1399,950101075,15,行っ,兄弟弟子,,三番勝負,INTRA_Z,NONE,INTRA_Z,兄弟弟子,番勝負,和歌山県高野山,兄弟弟子,番勝負,和歌山県高野山,兄弟弟子,番勝負,和歌山県高野山,弟子,,,DIRECT,,
1400,950101075,16,落とし,升田,,将棋,DIRECT,NONE,DIRECT,升田,将棋,,升田,将棋,,升田,将棋,,升田,,,DIRECT,,
1401,950101075,16,先行する,大山,,,DIRECT,NONE,NONE,大山,,,大山,,,大山,,,大山,,,DIRECT,,
1402,950101075,16,敗れ,大山,,,INTRA_Z,NONE,NONE,*pro*,,前,,,前,,,,,,,,,
1403,950101075,17,近づく,若手,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,,,,木村,,,INTRA_Z,,
1404,950101075,17,聞き,木村,,足音,INTRA_Z,NONE,DIRECT,*PRO*,足音,,*PRO*,足音,,*PRO*,足音,,木村,,,INTRA_Z,,
1405,950101075,17,奮起し,木村,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,,,,,,
1406,950101075,17,挑み,木村,塚田,リターンマッチ,INTRA_Z,DIRECT,DIRECT,*PRO*,リターンマッチ,塚田,*PRO*,リターンマッチ,塚田,*PRO*,リターンマッチ,塚田,木村,,塚田,INTRA_Z,,DIRECT
1407,950101075,17,果たす,木村,,復位,DIRECT,NONE,DIRECT,木村,復位,最終局,木村,復位,最終局,木村,復位,最終局,木村,,,DIRECT,,
1408,950101075,18,代わっ,朝日新聞社,毎日新聞社,,INTRA_Z,INTRA_Z,NONE,,,毎日新聞社,*PRO*,,毎日新聞社,*PRO*,,毎日新聞社,,,,,,
1409,950101075,18,主催する,朝日新聞社,,名人戦,DIRECT,NONE,DIRECT,朝日新聞社,名人戦,,朝日新聞社,名人戦,,朝日新聞社,名人戦,,朝日新聞社,,,DIRECT,,
1410,950101075,19,破っ,木村,,大山,INTRA_Z,NONE,INTRA_Z,*PRO*,升田,,*PRO*,升田,,*PRO*,升田,,木村,,,INTRA_Z,,
1411,950101075,19,作っ,木村,,記録,INTRA_Z,NONE,INTRA_Z,木村,記録,,木村,記録,,木村,記録,,木村,,,DIRECT,,
1412,950101075,19,敗れ,木村,大山,,INTRA_Z,DIRECT,NONE,*PRO*,,大山,*PRO*,,大山,*PRO*,,大山,木村,,大山,INTRA_Z,,DIRECT
1413,950101075,19,良き,後継者,,,INTRA_Z,NONE,NONE,,,,,,,,,,木村,,,INTRA_Z,,
1414,950101075,19,得,木村,,後継者,INTRA_Z,NONE,INTRA_Z,*pro*,後継者,,*PRO*,後継者,,*pro*,後継者,,木村,,,INTRA_Z,,
1415,950101075,19,残し,木村,,言葉,INTRA_Z,NONE,INTRA_Z,*PRO*,言葉,,*PRO*,言葉,,*PRO*,言葉,,木村,,,INTRA_Z,,
1416,950101075,19,去る,木村,,名人位,INTRA_Z,NONE,INTRA_Z,*pro*,名人位,期,*pro*,名人位,期,記録,名人位,,木村,,期,INTRA_Z,,DIRECT
1417,950101075,20,推挙さ,exog,十四世名人,木村,INTER_Z,DIRECT,DIRECT,,木村,世名人,,木村,世名人,木村,,世名人,木村,,名人,DIRECT,,DIRECT
1418,950101075,21,破っ,大山,,兄弟子・,INTRA_Z,NONE,INTRA_Z,*PRO*,升田ら,,*PRO*,升田ら,,*PRO*,兄弟子・升田ら,,,,,,,
1419,950101075,21,達成,大山,,五連覇,INTRA_Z,NONE,DIRECT,*PRO*,連覇,,*PRO*,連覇,,,,,大山,,,INTRA_Z,,
1420,950101075,21,得,大山,,資格,INTRA_Z,NONE,INTRA_Z,大山,資格,,大山,資格,,大山,資格,,大山,,,INTRA_Z,,
1421,950101075,21,戦い,大山,,,INTRA_Z,NONE,NONE,*PRO*,,升田,*PRO*,,升田,*PRO*,,たび升田,,,,,,
1422,950101075,21,明け渡す,大山,升田,名人位,DIRECT,INTRA_Z,INTRA_Z,*pro*,名人位,,*pro*,名人位,,資格,名人位,,大山,,,DIRECT,,
1423,950101075,22,輝い,升田,三冠王,,INTRA_Z,INTRA_Z,NONE,升田,,冠王,升田,,冠王,升田,,冠王,升田,,三冠王,DIRECT,,DIRECT
1424,950101075,23,返り咲き,大山,名人位,,INTRA_Z,INTRA_Z,NONE,*PRO*,,名人位,*PRO*,,名人位,*PRO*,,名人位,大山,,位,INTRA_Z,,DIRECT
1425,950101075,23,新鋭,二上達也、,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1426,950101075,23,退け,大山,,有吉道夫ら,INTRA_Z,NONE,INTRA_Z,*PRO*,有吉道夫ら,,*PRO*,有吉道夫ら,,*PRO*,有吉道夫ら,,大山,,,INTRA_Z,,
1427,950101075,23,十三連覇,大山,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1428,950101075,23,保つ,大山,,座,DIRECT,NONE,DIRECT,大山,座,,大山,座,,大山,座,,大山,,,DIRECT,,
1429,950101075,24,打ち破ったの,中原誠,,堅陣,INTRA_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
1430,950101075,24,若き,太陽,,,INTRA_Z,NONE,NONE,,,,,,,,,,大山,,,INTER_Z,,
1431,950101075,24,中原誠,打ち破っ,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1432,950101075,25,おくする,中原,大山,,INTRA_Z,DIRECT,NONE,,,大山,*pro*,,大山,*PRO*,,大山,中原,,大山,INTRA_Z,,DIRECT
1433,950101075,25,挑み,中原,大山,,INTRA_Z,INTRA_Z,NONE,*PRO*,,,*PRO*,,,*pro*,,,中原,,,DIRECT,,
1434,950101075,25,獲得する,中原,,名人位,DIRECT,NONE,INTRA_Z,中原,名人位,若さ,中原,名人位,若さ,中原,名人位,若さ,中原,,,INTRA_Z,,
1435,950101075,26,連続九期保持し,中原,,名人位,INTER_Z,NONE,INTER_Z,,,,,,,,,,,,,,,
1436,950101075,26,得,中原,,資格,INTER_Z,NONE,INTRA_Z,*pro*,資格,,*pro*,資格,,*pro*,資格,,中原,,,INTER_Z,,
1437,950101075,27,移る,主催紙,毎日新聞,,DIRECT,DIRECT,NONE,主催紙,,毎日新聞,主催紙,,毎日新聞,主催紙,,毎日新聞,紙,,毎日新聞,DIRECT,,DIRECT
1438,950101075,28,立ちはだかったの,加藤,前,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,,,,,,
1439,950101075,28,天才,加藤,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1440,950101075,28,呼ば,exog,,加藤,INTER_Z,NONE,INTRA_Z,,*T*,天才,,*T*,天才,*T*,,天才,,,,,,
1441,950101075,28,加藤,立ちはだかっ,,,INTRA_Z,NONE,NONE,,,,,,,,,,加藤,,,INTRA_Z,,
1442,950101075,29,し,加藤,苦手,中原,INTER_Z,INTRA_Z,INTRA_Z,,,,,,,*T*,,,,,,,,
1443,950101075,29,はさむ,exog,,一持将棋二千日手,INTER_Z,NONE,INTRA_Z,*T*,千日手,,*T*,千日手,,*PRO*,日手,,,,,,,
1444,950101075,29,制し,加藤,,死闘,INTER_Z,NONE,DIRECT,*pro*,死闘,,,死闘,,*pro*,死闘,,,,,,,
1445,950101075,30,現れ,谷川浩司,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,,,,,,
1446,950101075,30,破り,谷川浩司,,加藤,DIRECT,NONE,DIRECT,*PRO*,加藤,,*PRO*,加藤,,*PRO*,加藤,,浩司,,,DIRECT,,
1447,950101075,30,名人,谷川浩司,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1448,950101075,30,なっ,谷川浩司,,,INTRA_Z,NONE,NONE,谷川浩司,,名人,谷川浩司,,名人,谷川浩司,,名人,,,名人,,,DIRECT
1449,950101075,31,返り咲き,谷川,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1450,950101075,31,返り咲き,中原,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1451,950101075,31,あふれ,名人戦,話題,,INTRA_Z,INTRA_Z,NONE,*T*,,話題,*T*,,話題,*T*,,話題,,,話題,,,DIRECT
1452,950101075,31,繰り広げ,exog,,名人戦,INTER_Z,NONE,DIRECT,,名人戦,返り咲き,,名人戦,返り咲き,名人戦,,返り咲き,,,,,,
1453,950101075,32,挑戦し,米長邦雄,名人位,,INTRA_Z,INTRA_Z,NONE,*PRO*,,名人位,*PRO*,,名人位,*PRO*,,名人位,邦雄,,位,INTRA_Z,,DIRECT
1454,950101075,32,敗れ,米長邦雄,,,INTRA_Z,NONE,NONE,*T*,,,*T*,,,*T*,,,,,,,,
1455,950101075,32,名人,米長邦雄,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1456,950101075,32,なっ,米長邦雄,名人,,INTRA_Z,INTRA_Z,NONE,米長邦雄,,名人,米長邦雄,,名人,米長邦雄,,名人,邦雄,,名人,DIRECT,,DIRECT
1457,950101075,33,挑んだの,羽生,米長,,INTRA_Z,INTRA_Z,NONE,,,,,,,,,,,,,,,
1458,950101075,33,羽生,挑ん,,,INTRA_Z,NONE,NONE,,,,,,,,,,の,,,DIRECT,,
1459,950101075,34,高い,呼び声,,,DIRECT,NONE,NONE,*T*,,,呼び声,,,呼び声,,,呼び声,,,DIRECT,,
1460,950101075,34,二十三歳,羽生,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
1461,950101075,35,もつれ込ん,勝負,第六局,,INTRA_Z,INTRA_Z,NONE,勝負,,局,勝負,,局,勝負,,局,勝負,,局,DIRECT,,DIRECT
1462,950101075,35,制する,羽生,,勝負,DIRECT,NONE,DIRECT,羽生,勝負,,羽生,勝負,,羽生,勝負,,羽生,,,DIRECT,,
1463,950101075,36,続き,躍進,,,DIRECT,NONE,NONE,躍進,,,躍進,,,躍進,,,躍進,,,DIRECT,,
1464,950101075,36,六冠王,羽生,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1465,950101077,1,生ん,名人戦,,名勝負,INTRA_Z,NONE,INTRA_Z,名人戦,名勝負,,名人戦,名勝負,,名人戦,名勝負,,,,,,,
1466,950101077,2,にじむ,血,,,DIRECT,NONE,NONE,*T*,,,*T*,,,*T*,,,,,,,,
1467,950101077,2,ある,結晶,一手,,DIRECT,DIRECT,NONE,結晶,,,結晶,,,結晶,,,結晶,,一手,DIRECT,,DIRECT
1468,950101077,3,見,exog,,名人戦,INTER_Z,NONE,INTER_Z,*T*,,,*T*,,,*T*,,,,,,,,
1469,950101077,3,観戦子,exog,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
1470,950101077,3,ピックアップし,名人,,一手・一局,INTRA_Z,NONE,INTRA_Z,*PRO*,局,,*PRO*,局,,*PRO*,局,名人,,,,,,
1471,950101077,3,再現し,exog,,状況,INTER_Z,NONE,INTRA_Z,*pro*,状況,,*pro*,状況,,*pro*,状況,,,,,,,
1472,950101077,5,迎え,exog,,一局,INTER_Z,NONE,INTRA_Z,*pro*,*T*,敗,,,敗,*T*,,敗,,,,,,
1473,950101077,5,一局,３７期四局,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
1474,950101077,6,タダ捨て,中原名人,,銀,INTER_Z,NONE,INTRA_Z,,,,,,,,,,,,,,,
1475,950101077,7,騒然,控室,,,DIRECT,NONE,NONE,,,,,,,,,,控室,,,DIRECT,,
1476,950101077,8,指し,もの,,,INTRA_Z,NONE,NONE,*T*,,命がけ,*T*,,命がけ,*T*,,命がけ,,,,,,
1477,950101077,8,浮かぶ,手,もの,,INTRA_Z,DIRECT,NONE,*T*,,,*T*,,,*T*,,,,,,,,
1478,950101077,8,手,タダ捨て,,,INTER_Z,NONE,NONE,,,,,,,,,,段,,,INTRA_Z,,
1479,950101077,8,立会だ,板谷進九段,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1480,950101077,8,うなっ,板谷進九段,,,INTRA_Z,NONE,NONE,段,,,段,,,段,,,段,,,DIRECT,,
1481,950101077,9,残る,妙手,棋史,,INTRA_Z,DIRECT,NONE,*T*,,棋史,*T*,,棋史,*T*,,棋史,,,棋史,,,DIRECT
1482,950101077,9,妙手,タダ捨て,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
1483,950101077,11,戦い,加藤,,,INTER_Z,NONE,NONE,*PRO*,,中原名人,*PRO*,,中原名人,,,,,,,,,
1484,950101077,11,なっ,加藤,,,INTER_Z,NONE,NONE,*pro*,,千日手,*pro*,,千日手,*T*,,日手,名人,,千日手,INTRA_Z,,DIRECT
1485,950101077,11,終了図,exog,,,INTER_Z,NONE,NONE,,,,,,,,,,,,,,,
1486,950101077,12,指さ,中原名人,,手,INTER_Z,NONE,INTRA_Z,,手,,,手,,手,,,加藤,,,INTRA_Z,,
1487,950101077,12,一分,残り,,,INTRA_Z,NONE,NONE,,,,,,,,,,,,,,,
1488,950101077,12,し,加藤,真っ赤,顔面,INTRA_Z,INTRA_Z,INTRA_Z,,,,,,,,顔面,,,,,,,
1489,950101077,13,出,言葉,,,INTRA_Z,NONE,NONE,言葉,,,言葉,,,言葉,,無意識,,,,,,
